time,KE
0.025,4.023433572967103e-08
0.05,4.44825297365254e-09
0.075,1.822053787754107e-09
0.1,1.1763756751423707e-09
0.125,8.346129983205605e-10
0.15,6.298054066655845e-10
0.175,4.963781586786846e-10
0.19999999999999998,4.0398078880239906e-10
0.22499999999999998,3.3696812216023043e-10
0.24999999999999997,2.865802478705874e-10
0.27499999999999997,2.475825601295584e-10
0.3,2.1667914983006896e-10
0.325,1.9170402405532922e-10
0.35,1.7118210096758296e-10
0.375,1.5407812090242843e-10
0.39999999999999997,1.3964655077108845e-10
0.425,1.273384082520394e-10
0.45,1.1674150284675155e-10
0.475,1.075410030693383e-10
0.5,9.949275658004828e-11
0.5249999999999999,9.240483388996384e-11
0.5499999999999999,8.61245054358071e-11
0.575,8.052888767021894e-11
0.6,7.551811567831145e-11
0.625,7.101028687278933e-11
0.65,6.693766601693094e-11
0.6749999999999999,6.324380250310281e-11
0.7,5.988131562316883e-11
0.725,5.68101756773731e-11
0.75,5.399635707004405e-11
0.7749999999999999,5.141077353886765e-11
0.7999999999999999,4.902842948720775e-11
0.825,4.682773837597007e-11
0.85,4.478997132604342e-11
0.875,4.28988080911258e-11
0.8999999999999999,4.113996906800472e-11
0.9249999999999999,3.9500911941818205e-11
0.95,3.7970580197912e-11
0.975,3.6539193563452023e-11
0.9999999999999999,3.519807247883941e-11
1.025,3.3939490421090635e-11
1.0499999999999998,3.2756549064079314e-11
1.0749999999999997,3.164307232546797e-11
1.0999999999999999,3.05935160653076e-11
1.1249999999999998,2.9602890831793774e-11
1.15,2.8666695526866744e-11
1.1749999999999998,2.7780860249499123e-11
1.1999999999999997,2.694169688251337e-11
1.2249999999999999,2.6145856235915805e-11
1.2499999999999998,2.5390290764467118e-11
1.275,2.4672222039067482e-11
1.2999999999999998,2.398911228802479e-11
1.3249999999999997,2.3338639425854787e-11
1.3499999999999999,2.27186750926806e-11
1.3749999999999998,2.2127265288669778e-11
1.3999999999999997,2.1562613258913604e-11
1.4249999999999998,2.1023064325844483e-11
1.4499999999999997,2.0507092426414666e-11
1.4749999999999999,2.001328813123233e-11
1.4999999999999998,1.9540347960447488e-11
1.5249999999999997,1.908706483947465e-11
1.5499999999999998,1.8652319553412483e-11
1.5749999999999997,1.823507308472808e-11
1.5999999999999999,1.7834359726573097e-11
1.6249999999999998,1.744928088560109e-11
1.6499999999999997,1.7078999494137472e-11
1.6749999999999998,1.672273496267806e-11
1.6999999999999997,1.6379758617370662e-11
