time,KE
0.025,4.4358299578346485e-08
0.05,4.904175767352609e-09
0.075,2.0087952658162612e-09
0.1,1.2969395111000468e-09
0.125,9.201499254042207e-10
0.15,6.943527635366711e-10
0.175,5.472519873519398e-10
0.19999999999999998,4.453863043900557e-10
0.22499999999999998,3.7150698114251094e-10
0.24999999999999997,3.1595626912505787e-10
0.27499999999999997,2.7296305545980496e-10
0.3,2.3889363099344777e-10
0.325,2.1136001243342727e-10
0.35,1.8873594104008707e-10
0.375,1.6988005836286848e-10
0.39999999999999997,1.539704267283351e-10
0.425,1.404018035386206e-10
0.45,1.287197575007226e-10
0.475,1.1857719428845353e-10
0.5,1.0970494226904826e-10
0.5249999999999999,1.0189140457613916e-10
0.5499999999999999,9.49682015576873e-11
0.575,8.879985816534617e-11
0.6,8.327627689454924e-11
0.625,7.830716318722519e-11
0.65,7.381784170242784e-11
0.6749999999999999,6.974607800760027e-11
0.7,6.603963696340893e-11
0.725,6.265438766142056e-11
0.75,5.955281849213844e-11
0.7749999999999999,5.6702863255856476e-11
0.7999999999999999,5.407696555289704e-11
0.825,5.1651327294284173e-11
0.85,4.940530083182266e-11
0.875,4.7320893906189056e-11
0.8999999999999999,4.5382363965785926e-11
0.9249999999999999,4.357588369860312e-11
0.95,4.1889263818478535e-11
0.975,4.031172200553071e-11
0.9999999999999999,3.883368941701174e-11
1.025,3.744664786165608e-11
1.0499999999999998,3.614299218488657e-11
1.0749999999999997,3.491591345822217e-11
1.0999999999999999,3.375929942743516e-11
1.1249999999999998,3.2667649347173056e-11
1.15,3.163600085514837e-11
1.1749999999999998,3.0659866954366935e-11
1.1999999999999997,2.973518154419967e-11
1.2249999999999999,2.8858252175209814e-11
1.2499999999999998,2.80257189490925e-11
1.275,2.7234518657599313e-11
1.2999999999999998,2.6481853409356e-11
1.3249999999999997,2.5765163105824603e-11
1.3499999999999999,2.5082101227491784e-11
1.3749999999999998,2.443051348912118e-11
1.3999999999999997,2.3808418966818772e-11
1.4249999999999998,2.3213993382413738e-11
1.4499999999999997,2.264555426185472e-11
1.4749999999999999,2.2101547724009988e-11
1.4999999999999998,2.158053670598872e-11
1.5249999999999997,2.1081190436390776e-11
1.5499999999999998,2.0602275019732568e-11
1.5749999999999997,2.014264498422757e-11
1.5999999999999999,1.9701235693206304e-11
1.6249999999999998,1.9277056509832202e-11
1.6499999999999997,1.886918463658287e-11
1.6749999999999998,1.8476759553652147e-11
1.6999999999999997,1.809897798208098e-11
1.7249999999999999,1.773508932675847e-11
1.7499999999999998,1.7384391538064487e-11
1.7749999999999997,1.7046227353008918e-11
1.7999999999999998,1.671998087450749e-11
1.8249999999999997,1.640507445044553e-11
1.8499999999999999,1.6100965836396357e-11
1.8749999999999998,1.58071455936102e-11
1.8999999999999997,1.5523134711424284e-11
1.9249999999999998,1.5248482431618302e-11
1.9499999999999997,1.4982764253268518e-11
1.9749999999999996,1.472558009763794e-11
1.9999999999999998,1.4476552627981223e-11
2.025,1.4235325698325252e-11
2.05,1.4001562926679692e-11
2.0749999999999997,1.3774946378871563e-11
2.0999999999999996,1.35551753566703e-11
2.1249999999999996,1.3341965273882371e-11
2.15,1.313504662410163e-11
2.175,1.2934164014768774e-11
2.1999999999999997,1.2739075282637004e-11
2.2249999999999996,1.2549550668716301e-11
2.2499999999999996,1.2365372053399135e-11
2.275,1.2186332246947695e-11
2.3,1.201223432933717e-11
2.3249999999999997,1.1842891036020027e-11
2.3499999999999996,1.1678124188081862e-11
2.3749999999999996,1.151776415778308e-11
2.4,1.1361649372515049e-11
2.425,1.1209625858684078e-11
2.4499999999999997,1.106154679939633e-11
2.4749999999999996,1.0917272137199025e-11
2.4999999999999996,1.0776668196901068e-11
2.525,1.0639607331501918e-11
2.55,1.0505967592985931e-11
2.5749999999999997,1.0375632413698582e-11
2.5999999999999996,1.024849035907073e-11
2.6249999999999996,1.0124434789753664e-11
2.65,1.000336365514948e-11
2.675,9.885179241545776e-12
2.6999999999999997,9.76978794868417e-12
2.7249999999999996,9.657100078558159e-12
2.7499999999999996,9.547029641630367e-12
2.7749999999999995,9.439494166728882e-12
2.8,9.334414529141414e-12
2.8249999999999997,9.231714787178934e-12
2.8499999999999996,9.131322026529512e-12
2.8749999999999996,9.033166215261452e-12
2.8999999999999995,8.937180067767954e-12
2.925,8.84329891569025e-12
2.9499999999999997,8.751460585467056e-12
2.9749999999999996,8.661605284432614e-12
2.9999999999999996,8.573675492452771e-12
3.0249999999999995,8.48761586050796e-12
3.05,8.40337311348102e-12
3.0749999999999997,8.32089595891123e-12
3.0999999999999996,8.240135001093149e-12
3.1249999999999996,8.161042659237867e-12
3.1499999999999995,8.083573090167977e-12
3.175,8.007682114801358e-12
3.1999999999999997,7.93332714817143e-12
3.2249999999999996,7.860467134334848e-12
3.2499999999999996,7.789062482225738e-12
3.2749999999999995,7.719075006649716e-12
3.3,7.650467870968456e-12
3.3249999999999997,7.583205532933991e-12
3.3499999999999996,7.517253692208529e-12
3.3749999999999996,7.452579243307666e-12
3.3999999999999995,7.389150221138475e-12
3.425,7.326935765113164e-12
3.4499999999999997,7.265906070285628e-12
3.4749999999999996,7.206032345570799e-12
3.4999999999999996,7.147286775042169e-12
3.5249999999999995,7.0896424792777616e-12
3.55,7.033073478400633e-12
3.5749999999999997,6.977554654467232e-12
3.5999999999999996,6.923061720976422e-12
3.6249999999999996,6.869571185089267e-12
3.6499999999999995,6.8170603199946895e-12
3.675,6.7655071323835465e-12
3.6999999999999997,6.714890331981701e-12
3.7249999999999996,6.665189303471091e-12
3.7499999999999996,6.616384079626786e-12
3.7749999999999995,6.568455313706015e-12
3.7999999999999994,6.521384253102271e-12
3.8249999999999997,6.4751527149820825e-12
3.8499999999999996,6.429743061713307e-12
3.8749999999999996,6.3851381801626335e-12
3.8999999999999995,6.3413214544483135e-12
3.9249999999999994,6.2982767475756845e-12
3.9499999999999997,6.25598837977702e-12
3.9749999999999996,6.214441107884831e-12
3.9999999999999996,6.173620107014805e-12
4.0249999999999995,6.133510950838953e-12
4.05,6.094099589875919e-12
4.075,6.055372349268008e-12
4.1,6.017315890332228e-12
4.125,5.9799172089850586e-12
4.15,5.943163617881915e-12
4.175,5.907042730365023e-12
4.2,5.8715424481447236e-12
4.225,5.8366509471664136e-12
4.25,5.802356665391181e-12
4.275,5.768648291479091e-12
4.3,5.7355147533392675e-12
4.325,5.7029452061790134e-12
4.35,5.670929025303023e-12
4.375,5.639455795121281e-12
4.4,5.6085153002704975e-12
4.425,5.578097518112205e-12
4.45,5.548192610894337e-12
4.475,5.518790919810051e-12
4.5,5.489882956906807e-12
4.525,5.461459400086529e-12
4.55,5.433511088201385e-12
4.575,5.406029015385724e-12
4.6,5.379004326942079e-12
4.625,5.352428315974414e-12
4.65,5.326292419175811e-12
4.675,5.3005882143251146e-12
4.7,5.275307417135073e-12
4.725,5.250441879642935e-12
4.75,5.225983587860593e-12
4.775,5.201924660070175e-12
4.8,5.178257346156697e-12
4.825,5.154974025858373e-12
4.85,5.1320672085326285e-12
4.875,5.109529532385616e-12
4.9,5.087353764464036e-12
4.925,5.065532800375144e-12
4.95,5.044059667484556e-12
4.975,5.022927511518219e-12
5.0,5.0021296174896496e-12
5.025,4.981659396167693e-12
5.05,4.96151038811858e-12
5.075,4.941676263918908e-12
5.1,4.9221508238947656e-12
5.125,4.902928000540274e-12
5.15,4.884001856041991e-12
5.175,4.865366584950717e-12
5.2,4.847016512932657e-12
5.225,4.8289460974640615e-12
5.25,4.811149924101579e-12
5.275,4.7936227206798856e-12
5.3,4.776359335508362e-12
5.325,4.759354750986899e-12
5.35,4.742604079706078e-12
5.375,4.726102563164955e-12
5.3999999999999995,4.709845570859969e-12
5.425,4.69382859913439e-12
5.45,4.678047269386482e-12
5.475,4.662497326387465e-12
5.5,4.647174636417329e-12
5.5249999999999995,4.632075184888064e-12
5.55,4.617195073556382e-12
5.575,4.602530518408702e-12
5.6,4.588077846099095e-12
5.625,4.57383349170171e-12
5.6499999999999995,4.5597939929871836e-12
5.675,4.545955989833182e-12
5.7,4.532316218204863e-12
5.725,4.51887150679874e-12
5.75,4.505618772608473e-12
5.7749999999999995,4.4925550166265835e-12
5.8,4.479677319018746e-12
5.825,4.466982834604885e-12
5.85,4.454468787818744e-12
5.875,4.4421324678426004e-12
5.8999999999999995,4.429971223538819e-12
5.925,4.417982458348358e-12
5.95,4.4061636252151376e-12
5.975,4.394512221347652e-12
6.0,4.383025783214064e-12
6.0249999999999995,4.3717018814083955e-12
6.05,4.360538115672858e-12
6.075,4.349532109996958e-12
6.1,4.338681507796188e-12
6.125,4.327983967293057e-12
6.1499999999999995,4.317437157022917e-12
6.175,4.307038751529387e-12
6.2,4.296786427284449e-12
6.225,4.28667785881299e-12
6.25,4.276710715052906e-12
6.2749999999999995,4.266882656025722e-12
6.3,4.257191329704915e-12
6.325,4.247634369299242e-12
6.35,4.238209390649288e-12
6.375,4.228913990049389e-12
6.3999999999999995,4.21974574245835e-12
6.425,4.210702199806025e-12
6.45,4.201780889897394e-12
6.475,4.192979315373287e-12
